Participant,gender,block,Efficiency,Partner_cost,PartnerIntention,Gratitude,Guilt,Obligation,Indebtedness,SOB100,Care,Choice,Allocation
9006,2,1,2,14,Strategic,50.48 ,49.29 ,16.43 ,50.60 ,56,50.48 ,1,14
9006,2,1,2,16,Strategic,57.14 ,56.19 ,17.62 ,36.90 ,64,57.62 ,1,16
9006,2,1,2,18,Strategic,58.69 ,50.00 ,18.21 ,49.76 ,76,49.88 ,1,19
9006,2,1,2,20,Strategic,66.43 ,66.79 ,26.79 ,70.12 ,80,68.93 ,1,20
9006,2,1,3,4,Strategic,21.67 ,20.71 ,2.02 ,14.05 ,16,31.67 ,1,4
9006,2,1,3,6,Strategic,42.74 ,24.17 ,17.98 ,44.64 ,24,35.48 ,1,6
9006,2,1,3,8,Strategic,49.52 ,26.31 ,26.31 ,26.43 ,36,42.38 ,1,9
9006,2,1,3,10,Strategic,49.76 ,49.76 ,6.67 ,50.24 ,40,50.12 ,1,10
9006,2,1,3,12,Strategic,46.31 ,39.76 ,14.52 ,31.79 ,48,50.00 ,1,12
9006,2,1,3,14,Strategic,50.24 ,49.76 ,22.62 ,49.52 ,56,50.48 ,1,14
9006,2,1,3,16,Strategic,60.12 ,50.48 ,21.67 ,28.93 ,64,49.88 ,1,16
9006,2,1,3,18,Strategic,68.33 ,62.86 ,16.90 ,65.48 ,76,68.93 ,1,19
9006,2,1,3,20,Strategic,49.64 ,49.88 ,32.62 ,50.12 ,80,60.24 ,1,20
9006,2,2,1,4,Strategic,26.43 ,25.00 ,0.83 ,20.24 ,16,22.38 ,0,4
9006,2,2,1,6,Strategic,40.95 ,31.07 ,6.19 ,40.60 ,24,34.29 ,0,6
9006,2,2,1,8,Strategic,51.07 ,49.64 ,0.24 ,29.29 ,36,50.83 ,0,9
9006,2,2,1,10,Strategic,50.60 ,51.19 ,3.57 ,39.64 ,40,50.48 ,0,10
9006,2,2,1,12,Strategic,58.57 ,45.00 ,3.69 ,50.48 ,44,49.88 ,0,11
9006,2,2,1,14,Strategic,50.83 ,49.17 ,4.52 ,51.07 ,56,49.88 ,0,14
9006,2,2,1,16,Strategic,79.17 ,70.36 ,6.43 ,63.33 ,64,71.55 ,0,16
9006,2,2,1,18,Strategic,80.60 ,67.26 ,9.29 ,70.83 ,76,68.45 ,0,19
9006,2,2,1,20,Strategic,90.12 ,94.17 ,6.67 ,74.05 ,80,75.48 ,0,20
9006,2,2,2,4,Strategic,15.00 ,15.36 ,0.83 ,6.31 ,0,17.62 ,0,4
9006,2,2,2,6,Strategic,44.17 ,41.90 ,2.26 ,37.98 ,24,42.62 ,0,6
9006,2,2,2,8,Strategic,50.36 ,49.76 ,2.86 ,49.52 ,36,41.31 ,0,9
9006,2,2,2,10,Strategic,63.10 ,61.55 ,2.86 ,54.52 ,40,57.26 ,0,10
9006,2,2,2,12,Strategic,49.76 ,50.12 ,3.21 ,44.05 ,44,55.83 ,1,11
9006,2,2,2,14,Strategic,56.55 ,61.43 ,13.93 ,49.29 ,56,49.64 ,1,14
9006,2,2,2,16,Strategic,60.48 ,60.36 ,11.90 ,73.81 ,64,69.64 ,1,16
9006,2,2,2,18,Strategic,83.10 ,87.50 ,7.02 ,79.52 ,76,81.43 ,1,19
9006,2,2,2,20,Strategic,74.76 ,74.88 ,15.48 ,65.36 ,80,68.93 ,1,20
9006,2,2,3,4,Strategic,22.98 ,18.33 ,1.43 ,18.10 ,16,23.81 ,1,4
9006,2,2,3,6,Strategic,39.05 ,37.86 ,1.90 ,38.69 ,24,30.60 ,1,6
9006,2,2,3,8,Strategic,67.38 ,59.17 ,2.14 ,57.74 ,36,53.10 ,1,9
9006,2,2,3,10,Strategic,64.76 ,63.57 ,3.21 ,58.45 ,40,57.62 ,1,10
9006,2,2,3,12,Strategic,63.33 ,50.00 ,5.12 ,60.71 ,44,60.24 ,1,11
9006,2,2,3,14,Strategic,57.02 ,60.12 ,3.57 ,63.21 ,56,67.50 ,1,14
9006,2,2,3,16,Strategic,77.98 ,77.38 ,5.00 ,65.83 ,64,66.90 ,1,16
9006,2,2,3,18,Strategic,67.02 ,65.24 ,15.71 ,82.74 ,76,72.86 ,1,19
9006,2,2,3,20,Strategic,91.67 ,92.86 ,10.71 ,74.40 ,100,81.55 ,1,20
9008,2,1,1,4,Altruistic,18.52 ,15.74 ,0.00 ,6.48 ,0,7.96 ,0,1
9008,2,1,1,6,Altruistic,30.74 ,17.04 ,5.19 ,3.52 ,0,26.11 ,0,1
9008,2,1,1,8,Altruistic,27.78 ,10.37 ,6.85 ,17.96 ,0,15.93 ,0,1
9008,2,1,1,10,Altruistic,60.93 ,27.59 ,12.41 ,11.85 ,0,39.26 ,0,2
9008,2,1,1,12,Altruistic,60.19 ,22.59 ,0.00 ,31.48 ,0,62.04 ,0,1
9008,2,1,1,14,Altruistic,39.26 ,30.19 ,4.44 ,29.81 ,4,33.15 ,0,2
9008,2,1,1,16,Altruistic,61.11 ,30.00 ,10.19 ,22.78 ,8,39.63 ,0,3
9008,2,1,1,18,Altruistic,91.30 ,66.48 ,4.44 ,20.93 ,4,75.74 ,0,3
9008,2,1,1,20,Altruistic,85.56 ,72.59 ,23.89 ,13.33 ,0,58.70 ,0,5
9008,2,1,2,4,Altruistic,30.00 ,5.19 ,4.44 ,8.33 ,4,17.78 ,0,1
9008,2,1,2,6,Altruistic,33.89 ,15.56 ,0.00 ,12.22 ,0,21.67 ,0,2
9008,2,1,2,8,Altruistic,40.56 ,20.93 ,20.56 ,15.00 ,4,41.85 ,1,2
9008,2,1,2,10,Altruistic,67.22 ,36.11 ,5.56 ,24.44 ,4,41.30 ,0,3
9008,2,1,2,12,Altruistic,36.48 ,20.37 ,12.96 ,15.00 ,8,15.74 ,0,2
9008,2,1,2,14,Altruistic,60.56 ,28.70 ,6.48 ,16.48 ,4,42.96 ,0,2
9008,2,1,2,16,Altruistic,75.37 ,39.07 ,6.30 ,34.63 ,0,66.11 ,0,5
9008,2,1,2,18,Altruistic,35.74 ,15.74 ,2.78 ,7.78 ,4,11.67 ,0,1
9008,2,1,2,20,Altruistic,90.56 ,62.41 ,0.00 ,10.74 ,0,92.41 ,0,5
9008,2,1,3,4,Altruistic,10.56 ,4.81 ,1.48 ,0.00 ,0,8.33 ,1,1
9008,2,1,3,6,Altruistic,30.37 ,32.04 ,12.22 ,10.56 ,4,22.96 ,1,1
9008,2,1,3,8,Altruistic,25.19 ,37.59 ,4.07 ,7.78 ,0,13.52 ,1,1
9008,2,1,3,10,Altruistic,70.00 ,25.74 ,6.85 ,62.04 ,0,32.59 ,1,1
9008,2,1,3,12,Altruistic,25.93 ,19.44 ,12.04 ,19.63 ,0,45.93 ,1,1
9008,2,1,3,14,Altruistic,64.44 ,17.04 ,21.30 ,11.11 ,4,44.26 ,1,2
9008,2,1,3,16,Altruistic,76.30 ,77.59 ,5.00 ,26.30 ,0,40.74 ,1,2
9008,2,1,3,18,Altruistic,62.41 ,23.70 ,7.04 ,24.63 ,4,80.37 ,1,4
9008,2,1,3,20,Altruistic,91.11 ,80.56 ,15.37 ,8.89 ,4,73.70 ,1,1
9008,2,2,1,4,Altruistic,23.70 ,7.04 ,0.00 ,1.67 ,0,7.22 ,0,1
9008,2,2,1,6,Altruistic,29.63 ,17.22 ,13.52 ,7.41 ,4,32.04 ,0,2
9008,2,2,1,8,Altruistic,30.93 ,33.15 ,8.52 ,8.70 ,8,33.52 ,0,2
9008,2,2,1,10,Altruistic,75.56 ,26.85 ,2.41 ,2.22 ,4,32.04 ,0,2
9008,2,2,1,12,Altruistic,37.04 ,5.74 ,4.81 ,2.78 ,4,40.56 ,0,2
9008,2,2,1,14,Altruistic,62.41 ,17.22 ,13.89 ,11.11 ,8,62.96 ,0,2
9008,2,2,1,16,Altruistic,71.85 ,75.19 ,15.37 ,11.30 ,12,39.81 ,0,2
9008,2,2,1,18,Altruistic,93.15 ,58.15 ,6.85 ,5.74 ,4,81.30 ,0,5
9008,2,2,1,20,Altruistic,99.81 ,63.70 ,10.74 ,6.48 ,4,95.56 ,0,5
9008,2,2,2,4,Altruistic,15.74 ,8.70 ,3.33 ,7.41 ,4,15.19 ,0,3
9008,2,2,2,6,Altruistic,18.52 ,10.19 ,2.96 ,4.07 ,4,16.67 ,0,3
9008,2,2,2,8,Altruistic,55.74 ,13.52 ,34.63 ,1.85 ,20,2.41 ,0,5
9008,2,2,2,10,Altruistic,79.26 ,32.04 ,6.85 ,11.11 ,4,61.11 ,0,2
9008,2,2,2,12,Altruistic,67.22 ,30.19 ,9.81 ,13.52 ,8,57.78 ,0,2
9008,2,2,2,14,Altruistic,64.63 ,69.81 ,6.67 ,14.26 ,4,61.48 ,0,4
9008,2,2,2,16,Altruistic,83.33 ,54.07 ,20.00 ,7.41 ,8,69.07 ,1,1
9008,2,2,2,18,Altruistic,73.70 ,61.67 ,7.22 ,12.41 ,4,70.56 ,0,4
9008,2,2,2,20,Altruistic,94.81 ,72.41 ,16.67 ,20.93 ,4,80.74 ,0,3
9008,2,2,3,4,Altruistic,29.26 ,5.56 ,29.26 ,2.78 ,12,4.26 ,1,1
9008,2,2,3,6,Altruistic,24.63 ,7.04 ,5.93 ,10.56 ,8,20.37 ,1,1
9008,2,2,3,8,Altruistic,71.67 ,61.67 ,21.11 ,10.00 ,4,48.89 ,1,1
9008,2,2,3,10,Altruistic,90.93 ,61.48 ,18.89 ,17.41 ,8,73.89 ,1,2
9008,2,2,3,12,Altruistic,66.30 ,24.63 ,17.04 ,19.63 ,12,57.22 ,1,3
9008,2,2,3,14,Altruistic,67.78 ,43.15 ,17.78 ,17.59 ,4,66.48 ,1,1
9008,2,2,3,16,Altruistic,67.04 ,37.78 ,16.67 ,14.07 ,8,65.37 ,1,2
9008,2,2,3,18,Altruistic,90.93 ,31.67 ,9.26 ,7.22 ,8,56.48 ,1,2
9008,2,2,3,20,Altruistic,27.41 ,37.04 ,17.78 ,17.59 ,12,39.63 ,1,3
9008,2,1,1,4,Strategic,7.96 ,7.96 ,17.22 ,7.78 ,20,2.04 ,0,1
9008,2,1,1,6,Strategic,15.00 ,7.96 ,17.59 ,12.59 ,28,16.67 ,0,1
9008,2,1,1,8,Strategic,28.15 ,15.37 ,68.52 ,41.67 ,40,6.85 ,0,1
9008,2,1,1,10,Strategic,32.04 ,31.48 ,74.44 ,80.19 ,52,25.74 ,0,2
9008,2,1,1,12,Strategic,43.52 ,15.56 ,66.11 ,74.26 ,60,25.74 ,0,1
9008,2,1,1,14,Strategic,29.07 ,29.81 ,83.70 ,60.74 ,64,17.59 ,0,2
9008,2,1,1,16,Strategic,53.15 ,11.85 ,56.11 ,59.26 ,68,13.15 ,0,3
9008,2,1,1,18,Strategic,76.48 ,30.93 ,91.67 ,88.52 ,100,57.22 ,0,3
9008,2,1,1,20,Strategic,82.04 ,60.00 ,67.04 ,67.78 ,100,41.48 ,0,5
9008,2,1,2,4,Strategic,17.96 ,16.30 ,18.70 ,26.67 ,16,9.63 ,0,1
9008,2,1,2,6,Strategic,32.96 ,13.33 ,21.67 ,45.00 ,36,10.56 ,0,2
9008,2,1,2,8,Strategic,25.00 ,29.44 ,69.81 ,67.22 ,40,27.59 ,1,2
9008,2,1,2,10,Strategic,66.48 ,14.44 ,32.78 ,39.07 ,48,30.74 ,0,3
9008,2,1,2,12,Strategic,30.74 ,8.52 ,35.93 ,37.04 ,64,9.81 ,0,2
9008,2,1,2,14,Strategic,37.78 ,16.67 ,57.22 ,67.41 ,60,15.37 ,0,2
9008,2,1,2,16,Strategic,44.26 ,24.44 ,66.11 ,76.85 ,80,41.85 ,0,5
9008,2,1,2,18,Strategic,30.93 ,7.04 ,39.63 ,24.26 ,32,5.37 ,0,1
9008,2,1,2,20,Strategic,78.33 ,32.96 ,86.85 ,85.19 ,100,70.93 ,0,5
9008,2,1,3,4,Strategic,8.52 ,9.44 ,14.07 ,4.63 ,20,5.00 ,1,1
9008,2,1,3,6,Strategic,11.48 ,15.37 ,38.89 ,33.15 ,32,13.15 ,1,1
9008,2,1,3,8,Strategic,11.85 ,22.78 ,9.63 ,16.67 ,32,4.26 ,1,1
9008,2,1,3,10,Strategic,61.85 ,25.19 ,66.11 ,84.26 ,60,15.74 ,1,1
9008,2,1,3,12,Strategic,7.96 ,17.59 ,71.11 ,40.74 ,60,27.96 ,1,1
9008,2,1,3,14,Strategic,26.67 ,30.56 ,71.30 ,62.59 ,64,29.81 ,1,2
9008,2,1,3,16,Strategic,60.19 ,72.22 ,83.15 ,64.44 ,80,24.81 ,1,2
9008,2,1,3,18,Strategic,39.44 ,15.74 ,85.56 ,59.44 ,80,14.63 ,1,4
9008,2,1,3,20,Strategic,62.22 ,32.96 ,80.37 ,80.93 ,96,43.33 ,1,1
9008,2,2,1,4,Strategic,14.26 ,12.41 ,25.74 ,12.22 ,20,7.41 ,0,1
9008,2,2,1,6,Strategic,27.96 ,9.63 ,60.00 ,77.59 ,28,9.63 ,0,2
9008,2,2,1,8,Strategic,16.85 ,24.07 ,58.15 ,72.78 ,40,24.63 ,0,2
9008,2,2,1,10,Strategic,74.44 ,8.33 ,67.22 ,36.11 ,40,17.41 ,0,2
9008,2,2,1,12,Strategic,12.04 ,11.48 ,26.11 ,48.33 ,20,22.04 ,0,2
9008,2,2,1,14,Strategic,61.48 ,18.70 ,60.56 ,67.22 ,60,26.85 ,0,2
9008,2,2,1,16,Strategic,60.19 ,58.15 ,61.30 ,74.07 ,64,60.37 ,0,2
9008,2,2,1,18,Strategic,89.07 ,32.22 ,82.04 ,82.96 ,76,60.37 ,0,5
9008,2,2,1,20,Strategic,100.00 ,29.63 ,91.85 ,85.00 ,96,37.59 ,0,5
9008,2,2,2,4,Strategic,11.85 ,6.11 ,14.63 ,18.15 ,20,5.37 ,0,3
9008,2,2,2,6,Strategic,7.04 ,3.15 ,18.52 ,41.85 ,20,5.56 ,0,3
9008,2,2,2,8,Strategic,53.70 ,10.37 ,57.04 ,7.04 ,32,3.33 ,0,5
9008,2,2,2,10,Strategic,63.33 ,19.44 ,89.26 ,85.00 ,48,21.30 ,0,2
9008,2,2,2,12,Strategic,73.33 ,10.56 ,71.11 ,74.81 ,56,21.11 ,0,2
9008,2,2,2,14,Strategic,72.22 ,27.41 ,74.44 ,80.56 ,60,34.26 ,0,4
9008,2,2,2,16,Strategic,91.85 ,24.26 ,75.37 ,80.00 ,72,29.26 ,1,1
9008,2,2,2,18,Strategic,67.41 ,40.00 ,74.07 ,81.67 ,84,29.81 ,0,4
9008,2,2,2,20,Strategic,97.41 ,21.67 ,99.07 ,81.11 ,100,44.63 ,0,3
9008,2,2,3,4,Strategic,16.67 ,7.96 ,36.11 ,4.07 ,8,6.11 ,1,1
9008,2,2,3,6,Strategic,13.52 ,7.59 ,27.59 ,40.93 ,24,15.19 ,1,1
9008,2,2,3,8,Strategic,55.93 ,34.44 ,84.44 ,61.30 ,20,40.74 ,1,1
9008,2,2,3,10,Strategic,75.56 ,38.52 ,58.33 ,80.56 ,48,13.70 ,1,2
9008,2,2,3,12,Strategic,56.48 ,19.44 ,85.74 ,81.67 ,56,18.89 ,1,3
9008,2,2,3,14,Strategic,66.48 ,37.41 ,77.22 ,76.11 ,60,34.26 ,1,1
9008,2,2,3,16,Strategic,60.00 ,35.56 ,71.30 ,79.26 ,60,41.11 ,1,2
9008,2,2,3,18,Strategic,87.22 ,31.67 ,95.00 ,85.19 ,76,14.63 ,1,2
9008,2,2,3,20,Strategic,36.85 ,37.04 ,57.22 ,45.00 ,88,6.48 ,1,3
9009,2,1,1,4,Altruistic,19.40 ,50.83 ,57.74 ,71.55 ,4,72.50 ,1,7
9009,2,1,1,6,Altruistic,34.17 ,24.52 ,12.86 ,21.43 ,12,25.24 ,1,6
9009,2,1,1,8,Altruistic,55.60 ,57.26 ,76.43 ,57.02 ,48,66.90 ,1,10
9009,2,1,1,10,Altruistic,50.60 ,38.21 ,29.40 ,34.40 ,40,25.95 ,1,10
9009,2,1,1,12,Altruistic,71.31 ,73.10 ,55.00 ,75.00 ,32,75.83 ,1,15
9009,2,1,1,14,Altruistic,79.17 ,83.10 ,50.24 ,69.40 ,32,75.48 ,1,17
9009,2,1,1,16,Altruistic,85.83 ,76.67 ,54.88 ,86.07 ,80,82.62 ,1,19
9009,2,1,1,18,Altruistic,91.79 ,90.83 ,69.52 ,95.83 ,60,93.10 ,1,21
9009,2,1,1,20,Altruistic,99.29 ,100.00 ,60.48 ,99.88 ,40,95.95 ,1,22
9009,2,1,2,4,Altruistic,13.81 ,16.55 ,7.38 ,20.60 ,12,14.05 ,1,4
9009,2,1,2,6,Altruistic,31.67 ,81.19 ,37.02 ,72.86 ,24,80.60 ,1,8
9009,2,1,2,8,Altruistic,86.07 ,71.55 ,25.83 ,55.36 ,20,61.67 ,1,9
9009,2,1,2,10,Altruistic,76.07 ,50.60 ,15.00 ,62.86 ,40,87.74 ,1,15
9009,2,1,2,12,Altruistic,80.48 ,62.50 ,57.38 ,81.43 ,40,57.74 ,1,16
9009,2,1,2,14,Altruistic,79.52 ,81.19 ,50.00 ,75.83 ,32,79.76 ,1,18
9009,2,1,2,16,Altruistic,84.88 ,82.62 ,65.71 ,74.05 ,68,68.33 ,1,18
9009,2,1,2,18,Altruistic,91.55 ,89.88 ,71.19 ,95.71 ,44,88.21 ,1,22
9009,2,1,2,20,Altruistic,100.00 ,95.71 ,79.76 ,92.98 ,80,100.00 ,1,25
9009,2,1,3,4,Altruistic,50.60 ,47.98 ,10.36 ,31.67 ,0,24.88 ,0,4
9009,2,1,3,6,Altruistic,37.98 ,34.05 ,17.14 ,27.74 ,12,30.60 ,1,6
9009,2,1,3,8,Altruistic,82.62 ,86.55 ,32.26 ,86.67 ,0,82.74 ,1,10
9009,2,1,3,10,Altruistic,60.95 ,80.83 ,48.57 ,69.64 ,20,69.05 ,0,12
9009,2,1,3,12,Altruistic,80.48 ,82.02 ,35.00 ,64.17 ,40,71.31 ,1,11
9009,2,1,3,14,Altruistic,80.95 ,87.98 ,72.02 ,75.48 ,56,83.93 ,0,16
9009,2,1,3,16,Altruistic,88.93 ,89.52 ,79.29 ,90.00 ,40,91.07 ,1,14
9009,2,1,3,18,Altruistic,92.74 ,93.33 ,70.71 ,95.36 ,72,94.40 ,1,18
9009,2,1,3,20,Altruistic,99.40 ,100.00 ,61.90 ,100.00 ,52,95.95 ,1,20
9009,2,2,1,4,Altruistic,15.71 ,14.29 ,14.05 ,13.45 ,16,8.81 ,1,4
9009,2,2,1,6,Altruistic,20.48 ,30.95 ,11.07 ,25.60 ,24,20.71 ,1,6
9009,2,2,1,8,Altruistic,40.95 ,44.17 ,17.14 ,33.69 ,32,18.69 ,1,8
9009,2,2,1,10,Altruistic,41.07 ,42.38 ,14.52 ,36.55 ,40,30.71 ,1,12
9009,2,2,1,12,Altruistic,67.02 ,66.55 ,63.69 ,77.74 ,48,72.50 ,1,12
9009,2,2,1,14,Altruistic,82.74 ,82.14 ,53.69 ,85.24 ,56,76.67 ,1,15
9009,2,2,1,16,Altruistic,71.43 ,77.50 ,50.48 ,78.57 ,64,84.76 ,1,16
9009,2,2,1,18,Altruistic,92.02 ,95.60 ,57.26 ,90.36 ,76,92.50 ,1,20
9009,2,2,1,20,Altruistic,99.40 ,100.00 ,68.69 ,95.71 ,80,100.00 ,1,25
9009,2,2,2,4,Altruistic,12.26 ,8.10 ,10.00 ,11.90 ,16,12.74 ,1,4
9009,2,2,2,6,Altruistic,13.81 ,19.29 ,10.12 ,16.43 ,24,11.19 ,1,6
9009,2,2,2,8,Altruistic,38.10 ,47.02 ,21.55 ,45.24 ,36,35.36 ,1,8
9009,2,2,2,10,Altruistic,48.69 ,49.05 ,23.45 ,48.21 ,40,49.88 ,1,10
9009,2,2,2,12,Altruistic,59.64 ,60.83 ,19.29 ,62.62 ,48,71.31 ,1,12
9009,2,2,2,14,Altruistic,69.76 ,72.98 ,66.19 ,78.69 ,56,75.60 ,1,14
9009,2,2,2,16,Altruistic,78.69 ,90.00 ,64.17 ,87.26 ,64,82.98 ,1,16
9009,2,2,2,18,Altruistic,94.76 ,96.19 ,92.86 ,92.38 ,80,92.02 ,1,18
9009,2,2,2,20,Altruistic,98.93 ,100.00 ,70.24 ,99.40 ,80,99.76 ,1,25
9009,2,2,3,4,Altruistic,20.60 ,16.07 ,11.79 ,15.48 ,16,17.14 ,1,4
9009,2,2,3,6,Altruistic,14.64 ,17.62 ,12.50 ,8.69 ,24,20.83 ,1,6
9009,2,2,3,8,Altruistic,32.98 ,39.17 ,24.40 ,33.10 ,32,20.60 ,1,8
9009,2,2,3,10,Altruistic,40.71 ,32.86 ,39.52 ,34.40 ,40,42.50 ,1,10
9009,2,2,3,12,Altruistic,65.71 ,72.74 ,70.95 ,80.00 ,48,69.29 ,1,12
9009,2,2,3,14,Altruistic,67.38 ,74.88 ,72.02 ,73.21 ,56,72.38 ,1,14
9009,2,2,3,16,Altruistic,79.52 ,79.64 ,82.74 ,80.60 ,64,81.55 ,0,16
9009,2,2,3,18,Altruistic,97.62 ,78.69 ,40.83 ,76.43 ,72,86.79 ,0,21
9009,2,2,3,20,Altruistic,99.88 ,100.00 ,58.33 ,99.29 ,80,100.00 ,1,20
9009,2,1,1,4,Strategic,34.76 ,23.93 ,84.17 ,74.05 ,32,72.98 ,1,7
9009,2,1,1,6,Strategic,25.24 ,13.93 ,15.83 ,16.79 ,16,13.21 ,1,6
9009,2,1,1,8,Strategic,41.07 ,40.95 ,74.40 ,69.64 ,32,51.79 ,1,10
9009,2,1,1,10,Strategic,39.05 ,25.71 ,31.90 ,17.38 ,40,16.43 ,1,10
9009,2,1,1,12,Strategic,57.86 ,58.57 ,65.71 ,59.40 ,56,57.74 ,1,15
9009,2,1,1,14,Strategic,64.52 ,73.21 ,74.29 ,50.48 ,56,55.12 ,1,17
9009,2,1,1,16,Strategic,81.19 ,66.19 ,78.10 ,79.52 ,36,66.07 ,1,19
9009,2,1,1,18,Strategic,85.24 ,78.57 ,82.38 ,84.64 ,88,85.48 ,1,21
9009,2,1,1,20,Strategic,91.79 ,86.79 ,89.88 ,90.00 ,100,85.83 ,1,22
9009,2,1,2,4,Strategic,11.79 ,16.43 ,11.90 ,11.07 ,16,9.76 ,1,4
9009,2,1,2,6,Strategic,42.74 ,0.24 ,80.12 ,54.88 ,36,78.10 ,1,8
9009,2,1,2,8,Strategic,76.55 ,41.79 ,50.48 ,35.83 ,36,40.12 ,1,9
9009,2,1,2,10,Strategic,51.67 ,42.50 ,69.05 ,42.02 ,56,82.02 ,1,15
9009,2,1,2,12,Strategic,69.40 ,52.14 ,76.19 ,68.57 ,60,49.17 ,1,16
9009,2,1,2,14,Strategic,70.71 ,67.98 ,76.07 ,57.86 ,64,66.19 ,1,18
9009,2,1,2,16,Strategic,67.74 ,83.81 ,60.95 ,78.21 ,88,89.29 ,1,18
9009,2,1,2,18,Strategic,83.69 ,83.21 ,85.00 ,55.24 ,84,80.60 ,1,22
9009,2,1,2,20,Strategic,95.00 ,72.02 ,84.29 ,56.67 ,100,95.83 ,1,25
9009,2,1,3,4,Strategic,32.98 ,28.33 ,26.43 ,18.21 ,8,17.74 ,0,4
9009,2,1,3,6,Strategic,25.12 ,19.64 ,17.50 ,13.10 ,12,17.74 ,1,6
9009,2,1,3,8,Strategic,71.90 ,76.55 ,58.93 ,71.07 ,44,63.69 ,1,10
9009,2,1,3,10,Strategic,23.10 ,67.62 ,61.55 ,54.29 ,48,52.14 ,0,12
9009,2,1,3,12,Strategic,65.95 ,61.19 ,62.26 ,42.26 ,48,43.93 ,1,11
9009,2,1,3,14,Strategic,69.40 ,59.76 ,90.24 ,84.64 ,64,79.76 ,0,16
9009,2,1,3,16,Strategic,81.07 ,78.45 ,90.71 ,64.52 ,72,77.02 ,1,14
9009,2,1,3,18,Strategic,90.60 ,69.76 ,92.02 ,76.55 ,88,91.55 ,1,18
9009,2,1,3,20,Strategic,92.98 ,89.17 ,74.05 ,75.24 ,100,75.83 ,1,20
9009,2,2,1,4,Strategic,10.83 ,9.52 ,29.52 ,10.36 ,16,7.74 ,1,4
9009,2,2,1,6,Strategic,19.88 ,15.60 ,24.05 ,12.86 ,24,18.69 ,1,6
9009,2,2,1,8,Strategic,33.45 ,27.62 ,17.98 ,35.60 ,32,14.76 ,1,8
9009,2,2,1,10,Strategic,25.12 ,32.26 ,49.64 ,15.60 ,40,14.64 ,1,12
9009,2,2,1,12,Strategic,62.26 ,60.83 ,78.45 ,65.00 ,48,60.48 ,1,12
9009,2,2,1,14,Strategic,72.26 ,61.90 ,83.21 ,57.62 ,56,71.07 ,1,15
9009,2,2,1,16,Strategic,65.12 ,66.55 ,81.79 ,57.02 ,64,67.50 ,1,16
9009,2,2,1,18,Strategic,91.43 ,81.43 ,90.12 ,74.05 ,76,77.62 ,1,20
9009,2,2,1,20,Strategic,98.21 ,84.05 ,83.81 ,77.74 ,100,85.95 ,1,25
9009,2,2,2,4,Strategic,12.14 ,12.02 ,10.24 ,12.98 ,16,8.21 ,1,4
9009,2,2,2,6,Strategic,14.52 ,11.55 ,11.55 ,14.40 ,24,12.02 ,1,6
9009,2,2,2,8,Strategic,28.45 ,33.10 ,23.10 ,27.14 ,32,22.26 ,1,8
9009,2,2,2,10,Strategic,43.10 ,28.57 ,42.38 ,29.52 ,40,29.05 ,1,10
9009,2,2,2,12,Strategic,63.45 ,58.93 ,41.55 ,49.17 ,48,65.95 ,1,12
9009,2,2,2,14,Strategic,70.00 ,56.90 ,63.10 ,77.14 ,56,65.95 ,1,14
9009,2,2,2,16,Strategic,77.14 ,77.38 ,72.98 ,74.40 ,64,77.74 ,1,16
9009,2,2,2,18,Strategic,96.55 ,87.14 ,83.69 ,84.64 ,80,86.67 ,1,18
9009,2,2,2,20,Strategic,98.57 ,94.17 ,71.31 ,88.45 ,92,94.40 ,1,25
9009,2,2,3,4,Strategic,13.57 ,14.17 ,13.33 ,10.24 ,16,10.95 ,1,4
9009,2,2,3,6,Strategic,18.57 ,16.55 ,12.98 ,12.14 ,24,16.19 ,1,6
9009,2,2,3,8,Strategic,31.19 ,27.98 ,30.00 ,26.19 ,36,21.79 ,1,8
9009,2,2,3,10,Strategic,33.57 ,37.26 ,42.50 ,31.31 ,40,31.43 ,1,10
9009,2,2,3,12,Strategic,60.71 ,52.38 ,67.38 ,48.93 ,48,62.38 ,1,12
9009,2,2,3,14,Strategic,75.48 ,67.14 ,62.26 ,63.33 ,56,60.83 ,1,14
9009,2,2,3,16,Strategic,78.69 ,71.67 ,66.07 ,63.81 ,64,70.36 ,0,16
9009,2,2,3,18,Strategic,98.10 ,98.57 ,36.55 ,92.74 ,84,81.67 ,0,21
9009,2,2,3,20,Strategic,98.93 ,81.79 ,58.69 ,78.93 ,80,92.14 ,1,20
9011,2,1,1,4,Altruistic,38.70 ,35.56 ,16.30 ,17.41 ,0,42.04 ,1,1
9011,2,1,1,6,Altruistic,45.00 ,26.85 ,21.30 ,25.37 ,4,34.07 ,0,1
9011,2,1,1,8,Altruistic,35.56 ,49.44 ,7.41 ,30.19 ,4,33.33 ,0,1
9011,2,1,1,10,Altruistic,26.85 ,30.00 ,15.37 ,24.26 ,4,56.85 ,0,2
9011,2,1,1,12,Altruistic,54.26 ,52.41 ,43.15 ,29.44 ,0,60.00 ,1,1
9011,2,1,1,14,Altruistic,67.41 ,53.15 ,24.63 ,22.59 ,4,61.85 ,0,1
9011,2,1,1,16,Altruistic,64.07 ,33.89 ,32.22 ,30.37 ,24,58.52 ,0,1
9011,2,1,1,18,Altruistic,98.70 ,62.41 ,38.70 ,40.00 ,4,63.15 ,0,1
9011,2,1,1,20,Altruistic,33.52 ,45.56 ,15.37 ,20.56 ,8,58.15 ,0,1
