Participant,gender,block,Efficiency,Partner_cost,PartnerIntention,Gratitude,Guilt,Obligation,Indebtedness,SOB100,Care,Choice,Allocation
6007,2,2,1,14,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,78.69 ,1,15
6007,2,2,1,16,Altruistic,90.48 ,56.31 ,0.00 ,50.24 ,0,96.07 ,0,6
6007,2,2,1,18,Altruistic,100.00 ,97.38 ,0.12 ,7.98 ,0,100.00 ,1,20
6007,2,2,1,20,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,100.00 ,1,24
6007,2,2,2,4,Altruistic,64.64 ,3.10 ,0.00 ,50.60 ,0,24.64 ,0,3
6007,2,2,2,6,Altruistic,68.93 ,50.83 ,0.60 ,49.64 ,0,45.48 ,0,6
6007,2,2,2,8,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,34.29 ,1,9
6007,2,2,2,10,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,76.07 ,1,12
6007,2,2,2,12,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,82.62 ,1,13
6007,2,2,2,14,Altruistic,100.00 ,91.55 ,0.00 ,59.29 ,0,82.62 ,1,17
6007,2,2,2,16,Altruistic,100.00 ,100.00 ,50.00 ,100.00 ,0,87.26 ,0,16
6007,2,2,2,18,Altruistic,100.00 ,71.79 ,0.71 ,79.05 ,0,100.00 ,1,20
6007,2,2,2,20,Altruistic,100.00 ,49.52 ,0.48 ,50.48 ,0,100.00 ,1,25
6007,2,2,3,4,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,14.17 ,1,1
6007,2,2,3,6,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,44.52 ,1,2
6007,2,2,3,8,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,35.95 ,1,3
6007,2,2,3,10,Altruistic,72.38 ,43.45 ,0.00 ,0.00 ,0,49.88 ,1,10
6007,2,2,3,12,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,78.21 ,1,5
6007,2,2,3,14,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,68.33 ,1,8
6007,2,2,3,16,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,87.50 ,1,10
6007,2,2,3,18,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,100.00 ,1,10
6007,2,2,3,20,Altruistic,100.00 ,0.00 ,0.00 ,0.00 ,0,100.00 ,1,15
6007,2,1,1,4,Strategic,51.43 ,51.43 ,54.52 ,55.00 ,0,24.52 ,0,1
6007,2,1,1,6,Strategic,97.38 ,50.48 ,0.36 ,50.71 ,40,58.45 ,0,2
6007,2,1,1,8,Strategic,50.48 ,53.45 ,22.26 ,54.17 ,8,65.48 ,1,10
6007,2,1,1,10,Strategic,72.62 ,49.76 ,0.00 ,50.60 ,80,49.88 ,1,15
6007,2,1,1,12,Strategic,83.21 ,85.60 ,0.71 ,49.52 ,60,92.50 ,0,4
6007,2,1,1,14,Strategic,87.14 ,81.43 ,0.48 ,84.52 ,60,90.71 ,1,16
6007,2,1,1,16,Strategic,89.76 ,61.55 ,74.40 ,83.69 ,80,79.88 ,0,6
6007,2,1,1,18,Strategic,95.48 ,49.76 ,49.76 ,91.67 ,80,95.83 ,0,10
6007,2,1,1,20,Strategic,99.76 ,28.21 ,76.43 ,62.14 ,100,99.64 ,0,10
6007,2,1,2,4,Strategic,54.05 ,1.79 ,0.00 ,14.29 ,20,17.02 ,1,4
6007,2,1,2,6,Strategic,80.36 ,65.36 ,27.14 ,9.88 ,20,39.40 ,0,6
6007,2,1,2,8,Strategic,53.93 ,68.45 ,26.90 ,72.02 ,40,57.50 ,1,10
6007,2,1,2,10,Strategic,79.17 ,81.55 ,28.57 ,66.31 ,32,77.86 ,0,10
6007,2,1,2,12,Strategic,72.98 ,81.67 ,78.33 ,49.05 ,56,81.07 ,1,15
6007,2,1,2,14,Strategic,84.40 ,72.38 ,48.81 ,79.40 ,60,74.88 ,1,15
6007,2,1,2,16,Strategic,92.50 ,49.88 ,0.00 ,76.79 ,80,84.88 ,1,20
6007,2,1,2,18,Strategic,100.00 ,98.45 ,50.60 ,83.93 ,80,100.00 ,1,20
6007,2,1,2,20,Strategic,100.00 ,49.88 ,49.88 ,100.00 ,80,99.52 ,1,25
6007,2,1,3,4,Strategic,54.17 ,61.55 ,23.69 ,54.64 ,20,43.10 ,1,0
6007,2,1,3,6,Strategic,74.05 ,62.38 ,0.24 ,60.12 ,40,46.90 ,1,1
6007,2,1,3,8,Strategic,63.21 ,80.48 ,29.17 ,64.05 ,40,49.17 ,1,3
6007,2,1,3,10,Strategic,87.62 ,50.12 ,0.36 ,75.12 ,60,50.36 ,1,7
6007,2,1,3,12,Strategic,70.24 ,76.90 ,0.00 ,77.26 ,52,88.57 ,1,10
6007,2,1,3,14,Strategic,87.26 ,71.31 ,49.40 ,71.43 ,60,77.38 ,1,10
6007,2,1,3,16,Strategic,90.83 ,73.93 ,0.36 ,93.69 ,0,86.31 ,0,16
6007,2,1,3,18,Strategic,100.00 ,97.26 ,95.12 ,98.21 ,80,90.60 ,1,15
6007,2,1,3,20,Strategic,99.76 ,41.31 ,100.00 ,95.71 ,80,100.00 ,1,20
6007,2,2,1,4,Strategic,100.00 ,0.00 ,0.00 ,0.00 ,20,5.60 ,0,1
6007,2,2,1,6,Strategic,49.05 ,73.93 ,0.00 ,0.00 ,28,18.69 ,0,1
6007,2,2,1,8,Strategic,100.00 ,0.00 ,0.00 ,0.00 ,40,35.24 ,0,3
6007,2,2,1,10,Strategic,76.19 ,0.36 ,0.00 ,0.00 ,60,49.88 ,0,1
6007,2,2,1,12,Strategic,100.00 ,100.00 ,87.02 ,100.00 ,60,75.83 ,1,14
6007,2,2,1,14,Strategic,100.00 ,100.00 ,100.00 ,100.00 ,72,76.90 ,1,15
6007,2,2,1,16,Strategic,89.88 ,28.45 ,5.24 ,23.81 ,80,95.36 ,0,6
6007,2,2,1,18,Strategic,100.00 ,97.14 ,100.00 ,99.29 ,80,88.33 ,1,20
6007,2,2,1,20,Strategic,100.00 ,100.00 ,100.00 ,100.00 ,84,93.69 ,1,24
6007,2,2,2,4,Strategic,53.10 ,0.00 ,0.24 ,49.29 ,0,29.52 ,0,3
6007,2,2,2,6,Strategic,64.29 ,49.52 ,49.76 ,49.05 ,40,40.48 ,0,6
6007,2,2,2,8,Strategic,100.00 ,100.00 ,0.00 ,100.00 ,40,20.83 ,1,9
6007,2,2,2,10,Strategic,100.00 ,100.00 ,0.00 ,100.00 ,60,59.76 ,1,12
6007,2,2,2,12,Strategic,100.00 ,100.00 ,95.71 ,100.00 ,52,72.14 ,1,13
6007,2,2,2,14,Strategic,100.00 ,81.79 ,49.76 ,86.90 ,60,75.24 ,1,17
6007,2,2,2,16,Strategic,88.10 ,0.00 ,0.00 ,0.00 ,76,86.07 ,0,16
6007,2,2,2,18,Strategic,100.00 ,91.55 ,49.64 ,71.19 ,80,94.29 ,1,20
6007,2,2,2,20,Strategic,100.00 ,49.40 ,0.48 ,49.88 ,100,100.00 ,1,25
6007,2,2,3,4,Strategic,100.00 ,50.36 ,0.00 ,50.36 ,20,9.29 ,1,1
6007,2,2,3,6,Strategic,100.00 ,100.00 ,0.00 ,79.52 ,32,28.33 ,1,2
6007,2,2,3,8,Strategic,100.00 ,100.00 ,0.00 ,100.00 ,40,23.33 ,1,3
6007,2,2,3,10,Strategic,61.19 ,73.21 ,74.40 ,75.83 ,52,47.50 ,1,10
6007,2,2,3,12,Strategic,100.00 ,100.00 ,80.12 ,100.00 ,60,62.98 ,1,5
6007,2,2,3,14,Strategic,100.00 ,100.00 ,74.88 ,100.00 ,60,50.36 ,1,8
6007,2,2,3,16,Strategic,100.00 ,100.00 ,50.36 ,100.00 ,80,83.81 ,1,10
6007,2,2,3,18,Strategic,100.00 ,100.00 ,100.00 ,100.00 ,80,88.93 ,1,10
6007,2,2,3,20,Strategic,100.00 ,100.00 ,81.07 ,100.00 ,84,96.07 ,1,15
6010,2,1,1,4,Altruistic,49.76 ,27.26 ,0.00 ,21.67 ,0,50.00 ,0,2
6010,2,1,1,6,Altruistic,49.40 ,33.69 ,9.64 ,55.60 ,12,50.60 ,0,3
6010,2,1,1,8,Altruistic,73.81 ,26.19 ,2.38 ,33.69 ,4,56.79 ,0,5
6010,2,1,1,10,Altruistic,63.21 ,43.33 ,12.74 ,19.88 ,12,61.19 ,0,4
6010,2,1,1,12,Altruistic,70.83 ,55.36 ,5.95 ,56.67 ,16,62.62 ,0,5
6010,2,1,1,14,Altruistic,75.95 ,65.24 ,11.79 ,63.69 ,20,82.38 ,0,5
6010,2,1,1,16,Altruistic,80.71 ,52.74 ,16.19 ,18.57 ,16,69.88 ,0,5
6010,2,1,1,18,Altruistic,89.29 ,60.36 ,10.60 ,18.10 ,20,87.98 ,0,6
6010,2,1,1,20,Altruistic,100.00 ,94.76 ,18.69 ,63.93 ,20,93.21 ,0,5
6010,2,1,2,4,Altruistic,57.98 ,20.12 ,0.00 ,3.81 ,0,50.48 ,1,2
6010,2,1,2,6,Altruistic,57.50 ,31.19 ,5.71 ,52.98 ,12,50.48 ,1,5
6010,2,1,2,8,Altruistic,50.60 ,31.55 ,8.45 ,33.93 ,8,32.38 ,1,5
6010,2,1,2,10,Altruistic,64.52 ,38.69 ,2.14 ,53.69 ,12,54.17 ,1,5
6010,2,1,2,12,Altruistic,67.86 ,64.17 ,12.74 ,50.48 ,12,62.02 ,1,5
6010,2,1,2,14,Altruistic,82.62 ,77.38 ,9.17 ,41.31 ,20,74.76 ,1,5
6010,2,1,2,16,Altruistic,63.81 ,58.93 ,4.52 ,19.40 ,20,72.38 ,1,6
6010,2,1,2,18,Altruistic,84.64 ,69.05 ,3.57 ,36.43 ,20,93.45 ,1,5
6010,2,1,2,20,Altruistic,99.64 ,70.24 ,12.26 ,19.64 ,20,93.81 ,1,5
6010,2,1,3,4,Altruistic,49.76 ,18.93 ,0.00 ,50.12 ,4,47.02 ,1,2
6010,2,1,3,6,Altruistic,57.74 ,40.95 ,0.24 ,49.64 ,8,66.43 ,1,3
6010,2,1,3,8,Altruistic,65.48 ,39.40 ,3.93 ,49.52 ,12,62.98 ,1,3
6010,2,1,3,10,Altruistic,70.83 ,55.36 ,11.43 ,25.83 ,16,62.50 ,1,4
6010,2,1,3,12,Altruistic,76.43 ,61.67 ,6.31 ,54.29 ,12,75.36 ,1,5
6010,2,1,3,14,Altruistic,78.81 ,64.88 ,6.55 ,80.71 ,20,81.19 ,1,5
6010,2,1,3,16,Altruistic,74.29 ,53.33 ,11.55 ,43.33 ,8,37.50 ,1,8
6010,2,1,3,18,Altruistic,89.29 ,80.24 ,36.67 ,65.36 ,20,93.57 ,1,6
6010,2,1,3,20,Altruistic,100.00 ,82.86 ,24.88 ,42.26 ,20,97.38 ,1,5
6010,2,2,1,4,Altruistic,42.38 ,36.67 ,2.50 ,6.19 ,4,29.76 ,0,2
6010,2,2,1,6,Altruistic,60.12 ,54.76 ,2.62 ,6.07 ,4,56.31 ,0,3
6010,2,2,1,8,Altruistic,52.14 ,45.12 ,5.12 ,3.57 ,8,54.17 ,0,3
6010,2,2,1,10,Altruistic,63.21 ,41.07 ,8.69 ,11.19 ,16,62.50 ,0,4
6010,2,2,1,12,Altruistic,70.36 ,56.90 ,11.67 ,5.83 ,12,71.07 ,0,5
6010,2,2,1,14,Altruistic,85.36 ,52.74 ,15.95 ,11.07 ,20,60.60 ,0,5
6010,2,2,1,16,Altruistic,76.79 ,57.98 ,12.14 ,14.52 ,20,72.38 ,0,5
6010,2,2,1,18,Altruistic,79.05 ,57.02 ,19.17 ,15.00 ,20,89.40 ,0,5
6010,2,2,1,20,Altruistic,100.00 ,75.48 ,20.36 ,11.19 ,20,97.86 ,0,5
6010,2,2,2,4,Altruistic,44.40 ,14.17 ,2.50 ,2.62 ,4,26.19 ,1,2
6010,2,2,2,6,Altruistic,52.62 ,47.98 ,3.69 ,10.48 ,8,53.93 ,1,4
6010,2,2,2,8,Altruistic,54.64 ,46.79 ,8.21 ,9.76 ,8,55.24 ,1,3
6010,2,2,2,10,Altruistic,60.00 ,59.05 ,15.60 ,7.02 ,8,59.76 ,1,4
6010,2,2,2,12,Altruistic,71.19 ,40.60 ,27.62 ,15.12 ,12,61.07 ,1,5
6010,2,2,2,14,Altruistic,81.67 ,49.64 ,11.07 ,20.00 ,16,66.19 ,1,5
6010,2,2,2,16,Altruistic,81.67 ,56.07 ,42.26 ,14.29 ,20,87.02 ,1,5
6010,2,2,2,18,Altruistic,89.40 ,64.52 ,33.57 ,17.02 ,20,88.45 ,1,5
6010,2,2,2,20,Altruistic,100.00 ,68.45 ,38.45 ,35.95 ,20,96.31 ,1,5
6010,2,2,3,4,Altruistic,50.48 ,35.48 ,1.31 ,14.05 ,4,36.07 ,1,2
6010,2,2,3,6,Altruistic,57.38 ,45.00 ,0.71 ,5.60 ,4,46.19 ,1,3
6010,2,2,3,8,Altruistic,59.17 ,55.83 ,2.86 ,12.02 ,8,62.50 ,1,3
6010,2,2,3,10,Altruistic,59.64 ,47.26 ,5.00 ,6.67 ,12,57.50 ,1,5
6010,2,2,3,12,Altruistic,71.07 ,67.26 ,5.48 ,12.26 ,12,64.76 ,1,5
6010,2,2,3,14,Altruistic,82.74 ,49.88 ,7.50 ,14.29 ,16,65.95 ,1,5
6010,2,2,3,16,Altruistic,85.60 ,55.95 ,11.79 ,12.86 ,16,66.07 ,1,5
6010,2,2,3,18,Altruistic,95.00 ,66.79 ,14.64 ,12.62 ,20,90.00 ,1,6
6010,2,2,3,20,Altruistic,100.00 ,70.48 ,36.67 ,10.95 ,20,95.83 ,1,5
6010,2,1,1,4,Strategic,45.60 ,7.74 ,10.36 ,3.69 ,20,42.02 ,0,2
6010,2,1,1,6,Strategic,38.81 ,24.64 ,4.17 ,35.60 ,32,42.86 ,0,3
6010,2,1,1,8,Strategic,56.90 ,12.74 ,19.17 ,23.93 ,40,49.76 ,0,5
6010,2,1,1,10,Strategic,56.31 ,26.67 ,23.57 ,42.38 ,40,56.55 ,0,4
6010,2,1,1,12,Strategic,54.76 ,42.38 ,31.90 ,41.67 ,56,53.69 ,0,5
6010,2,1,1,14,Strategic,67.14 ,50.60 ,30.36 ,46.55 ,60,56.43 ,0,5
6010,2,1,1,16,Strategic,76.67 ,41.79 ,35.24 ,36.19 ,72,59.40 ,0,5
6010,2,1,1,18,Strategic,82.14 ,50.36 ,31.19 ,30.60 ,80,85.83 ,0,6
6010,2,1,1,20,Strategic,93.81 ,85.00 ,50.36 ,80.48 ,88,87.26 ,0,5
6010,2,1,2,4,Strategic,43.69 ,7.98 ,5.48 ,11.19 ,20,42.26 ,1,2
6010,2,1,2,6,Strategic,33.57 ,21.90 ,20.95 ,29.88 ,32,34.29 ,1,5
6010,2,1,2,8,Strategic,41.31 ,16.31 ,35.95 ,17.86 ,40,20.60 ,1,5
6010,2,1,2,10,Strategic,48.10 ,28.45 ,24.40 ,41.43 ,40,42.98 ,1,5
6010,2,1,2,12,Strategic,53.33 ,54.29 ,27.74 ,43.69 ,56,52.38 ,1,5
6010,2,1,2,14,Strategic,71.67 ,61.19 ,35.24 ,55.83 ,60,66.43 ,1,5
6010,2,1,2,16,Strategic,74.64 ,53.57 ,21.90 ,37.98 ,72,59.40 ,1,6
6010,2,1,2,18,Strategic,77.74 ,59.17 ,23.57 ,70.83 ,80,87.74 ,1,5
6010,2,1,2,20,Strategic,93.21 ,58.69 ,30.00 ,46.07 ,88,87.14 ,1,5
6010,2,1,3,4,Strategic,42.38 ,4.88 ,23.93 ,28.81 ,20,18.93 ,1,2
6010,2,1,3,6,Strategic,35.12 ,18.33 ,10.95 ,35.48 ,32,54.88 ,1,3
6010,2,1,3,8,Strategic,49.88 ,23.10 ,21.19 ,30.83 ,40,53.81 ,1,3
6010,2,1,3,10,Strategic,60.48 ,41.67 ,29.88 ,40.48 ,40,54.76 ,1,4
6010,2,1,3,12,Strategic,63.10 ,49.64 ,16.79 ,50.12 ,56,47.14 ,1,5
6010,2,1,3,14,Strategic,68.21 ,57.86 ,35.12 ,69.64 ,60,72.38 ,1,5
6010,2,1,3,16,Strategic,65.00 ,26.90 ,50.83 ,28.81 ,72,25.71 ,1,8
6010,2,1,3,18,Strategic,83.33 ,69.52 ,57.62 ,53.69 ,80,85.95 ,1,6
6010,2,1,3,20,Strategic,93.69 ,74.05 ,6.19 ,71.79 ,88,90.71 ,1,5
6010,2,2,1,4,Strategic,32.26 ,18.33 ,11.67 ,20.12 ,20,18.10 ,0,2
6010,2,2,1,6,Strategic,52.62 ,42.62 ,6.90 ,24.52 ,32,47.38 ,0,3
6010,2,2,1,8,Strategic,35.60 ,29.64 ,13.33 ,12.38 ,40,33.33 ,0,3
6010,2,2,1,10,Strategic,71.55 ,53.81 ,21.55 ,29.29 ,48,56.07 ,0,4
6010,2,2,1,12,Strategic,60.00 ,37.38 ,15.24 ,18.93 ,60,56.90 ,0,5
6010,2,2,1,14,Strategic,70.71 ,36.07 ,18.21 ,35.83 ,60,68.57 ,0,5
6010,2,2,1,16,Strategic,83.21 ,42.98 ,15.00 ,33.57 ,72,62.38 ,0,5
6010,2,2,1,18,Strategic,95.48 ,64.52 ,36.90 ,23.81 ,80,81.19 ,0,5
6010,2,2,1,20,Strategic,95.00 ,62.26 ,40.48 ,28.69 ,84,90.24 ,0,5
6010,2,2,2,4,Strategic,36.55 ,25.83 ,11.90 ,12.14 ,20,18.33 ,1,2
6010,2,2,2,6,Strategic,25.71 ,35.71 ,15.24 ,25.36 ,32,42.74 ,1,4
6010,2,2,2,8,Strategic,37.86 ,26.79 ,16.67 ,16.55 ,40,41.31 ,1,3
6010,2,2,2,10,Strategic,49.76 ,41.79 ,23.33 ,18.57 ,48,52.98 ,1,4
6010,2,2,2,12,Strategic,58.57 ,28.57 ,39.40 ,24.88 ,56,55.48 ,1,5
6010,2,2,2,14,Strategic,70.71 ,42.26 ,19.76 ,34.05 ,60,58.33 ,1,5
6010,2,2,2,16,Strategic,74.40 ,39.40 ,62.98 ,37.38 ,72,73.45 ,1,5
6010,2,2,2,18,Strategic,75.60 ,52.62 ,44.64 ,37.98 ,80,81.19 ,1,5
6010,2,2,2,20,Strategic,93.69 ,60.36 ,9.88 ,51.19 ,92,82.50 ,1,5
6010,2,2,3,4,Strategic,29.64 ,19.52 ,4.88 ,5.60 ,20,27.98 ,1,2
6010,2,2,3,6,Strategic,47.62 ,28.93 ,4.76 ,12.98 ,36,33.10 ,1,3
6010,2,2,3,8,Strategic,50.83 ,41.55 ,13.81 ,34.29 ,40,45.83 ,1,3
6010,2,2,3,10,Strategic,50.12 ,35.12 ,37.26 ,26.79 ,48,50.95 ,1,5
6010,2,2,3,12,Strategic,57.02 ,53.45 ,23.57 ,22.62 ,56,54.88 ,1,5
6010,2,2,3,14,Strategic,74.40 ,36.31 ,26.31 ,34.64 ,60,54.40 ,1,5
6010,2,2,3,16,Strategic,68.45 ,34.88 ,27.86 ,37.26 ,72,56.90 ,1,5
6010,2,2,3,18,Strategic,84.40 ,56.19 ,54.64 ,36.67 ,80,70.12 ,1,6
6010,2,2,3,20,Strategic,94.52 ,57.98 ,62.74 ,39.52 ,88,85.60 ,1,5
6013,2,1,1,4,Altruistic,57.74 ,25.60 ,15.95 ,20.60 ,20,27.14 ,0,8
6013,2,1,1,6,Altruistic,53.81 ,66.07 ,13.21 ,14.76 ,24,53.33 ,0,3
6013,2,1,1,8,Altruistic,57.38 ,25.60 ,42.62 ,10.71 ,32,19.64 ,0,5
6013,2,1,1,10,Altruistic,44.64 ,61.79 ,33.45 ,13.21 ,40,33.81 ,0,5
6013,2,1,1,12,Altruistic,61.07 ,58.33 ,10.36 ,14.05 ,44,30.48 ,0,6
6013,2,1,1,14,Altruistic,57.14 ,57.62 ,30.12 ,18.33 ,56,26.31 ,0,6
6013,2,1,1,16,Altruistic,61.31 ,66.19 ,22.86 ,12.74 ,64,62.26 ,0,8
6013,2,1,1,18,Altruistic,62.98 ,58.81 ,30.48 ,18.33 ,72,37.98 ,0,8
6013,2,1,1,20,Altruistic,87.50 ,56.19 ,34.40 ,35.00 ,80,86.79 ,0,10
6013,2,1,2,4,Altruistic,37.86 ,32.86 ,13.93 ,9.52 ,28,35.12 ,0,6
6013,2,1,2,6,Altruistic,27.02 ,25.71 ,27.14 ,24.64 ,24,28.69 ,0,8
6013,2,1,2,8,Altruistic,57.38 ,20.00 ,19.64 ,11.90 ,32,18.21 ,0,12
6013,2,1,2,10,Altruistic,44.29 ,30.71 ,24.17 ,11.43 ,40,45.60 ,0,12
6013,2,1,2,12,Altruistic,56.67 ,71.07 ,18.93 ,20.24 ,48,40.24 ,0,13
6013,2,1,2,14,Altruistic,41.90 ,32.74 ,31.67 ,25.60 ,48,26.67 ,0,15
6013,2,1,2,16,Altruistic,60.71 ,65.71 ,36.43 ,17.74 ,80,45.48 ,0,19
6013,2,1,2,18,Altruistic,74.76 ,65.60 ,15.24 ,19.88 ,80,41.07 ,0,20
6013,2,1,2,20,Altruistic,80.71 ,65.24 ,57.14 ,44.40 ,80,71.31 ,0,22
6013,2,1,3,4,Altruistic,71.19 ,15.83 ,14.52 ,40.24 ,16,46.19 ,0,7
6013,2,1,3,6,Altruistic,20.71 ,15.24 ,20.48 ,9.76 ,24,27.14 ,0,10
6013,2,1,3,8,Altruistic,33.21 ,17.98 ,12.26 ,12.26 ,32,23.57 ,0,10
6013,2,1,3,10,Altruistic,40.83 ,38.69 ,28.57 ,34.05 ,40,33.69 ,0,12
6013,2,1,3,12,Altruistic,56.43 ,60.95 ,23.33 ,18.10 ,48,15.71 ,0,13
6013,2,1,3,14,Altruistic,52.74 ,18.93 ,14.76 ,15.48 ,52,29.76 ,0,16
6013,2,1,3,16,Altruistic,57.98 ,29.29 ,19.29 ,14.52 ,44,20.12 ,0,18
6013,2,1,3,18,Altruistic,61.90 ,22.86 ,13.21 ,26.55 ,64,36.19 ,0,19
6013,2,1,3,20,Altruistic,65.36 ,41.79 ,32.98 ,37.14 ,80,55.71 ,0,21
6013,2,2,1,4,Altruistic,27.14 ,28.45 ,4.29 ,8.21 ,16,19.64 ,0,2
6013,2,2,1,6,Altruistic,36.79 ,38.57 ,10.00 ,11.43 ,24,42.86 ,0,4
6013,2,2,1,8,Altruistic,42.02 ,39.88 ,5.00 ,10.36 ,32,40.83 ,0,4
6013,2,2,1,10,Altruistic,60.95 ,36.67 ,12.26 ,14.05 ,40,58.33 ,0,7
6013,2,2,1,12,Altruistic,29.88 ,41.43 ,8.10 ,17.74 ,48,37.26 ,0,6
6013,2,2,1,14,Altruistic,52.86 ,42.26 ,13.57 ,8.21 ,56,40.60 ,0,8
6013,2,2,1,16,Altruistic,44.52 ,60.60 ,6.43 ,10.95 ,64,37.02 ,0,8
6013,2,2,1,18,Altruistic,64.40 ,61.90 ,8.81 ,6.79 ,72,63.69 ,0,8
6013,2,2,1,20,Altruistic,73.21 ,76.31 ,19.29 ,22.86 ,80,76.79 ,0,9
6013,2,2,2,4,Altruistic,31.79 ,26.31 ,9.40 ,13.10 ,16,16.07 ,0,6
6013,2,2,2,6,Altruistic,41.67 ,39.88 ,17.14 ,14.05 ,24,48.10 ,0,8
6013,2,2,2,8,Altruistic,40.48 ,40.83 ,17.74 ,15.00 ,32,40.12 ,0,10
6013,2,2,2,10,Altruistic,54.05 ,44.88 ,9.52 ,46.43 ,40,31.67 ,0,12
6013,2,2,2,12,Altruistic,59.40 ,56.55 ,20.60 ,37.26 ,48,59.64 ,0,14
6013,2,2,2,14,Altruistic,37.02 ,37.50 ,12.02 ,11.67 ,52,59.88 ,0,16
6013,2,2,2,16,Altruistic,55.36 ,61.43 ,7.62 ,18.45 ,64,58.45 ,0,17
6013,2,2,2,18,Altruistic,77.14 ,68.21 ,17.86 ,34.64 ,72,58.81 ,0,20
6013,2,2,2,20,Altruistic,80.71 ,68.21 ,28.69 ,31.90 ,80,67.74 ,0,22
6013,2,2,3,4,Altruistic,32.86 ,33.21 ,2.38 ,12.14 ,16,24.05 ,0,6
6013,2,2,3,6,Altruistic,38.45 ,33.81 ,9.29 ,11.07 ,24,23.21 ,0,8
6013,2,2,3,8,Altruistic,43.57 ,37.74 ,12.74 ,11.79 ,32,45.83 ,0,10
6013,2,2,3,10,Altruistic,39.52 ,45.00 ,8.93 ,14.88 ,52,33.21 ,1,5
6013,2,2,3,12,Altruistic,63.10 ,65.36 ,15.60 ,14.17 ,48,63.69 ,0,14
6013,2,2,3,14,Altruistic,55.60 ,53.69 ,18.21 ,38.10 ,64,56.79 ,0,16
6013,2,2,3,16,Altruistic,68.10 ,63.57 ,20.83 ,23.57 ,72,62.38 ,0,8
6013,2,2,3,18,Altruistic,64.17 ,67.74 ,19.29 ,23.69 ,72,66.19 ,0,20
6013,2,2,3,20,Altruistic,74.05 ,69.17 ,22.14 ,13.93 ,80,69.64 ,0,22
6013,2,1,1,4,Strategic,38.10 ,28.21 ,42.86 ,40.24 ,32,24.52 ,0,8
6013,2,1,1,6,Strategic,27.98 ,25.60 ,36.90 ,32.38 ,32,23.45 ,0,3
6013,2,1,1,8,Strategic,64.17 ,20.83 ,21.67 ,54.88 ,48,21.79 ,0,5
6013,2,1,1,10,Strategic,22.38 ,32.02 ,41.31 ,28.45 ,48,16.79 ,0,5
6013,2,1,1,12,Strategic,44.52 ,40.60 ,21.43 ,33.81 ,52,14.76 ,0,6
6013,2,1,1,14,Strategic,49.52 ,33.45 ,40.24 ,31.43 ,64,7.50 ,0,6
6013,2,1,1,16,Strategic,39.76 ,41.43 ,35.60 ,35.71 ,72,23.21 ,0,8
6013,2,1,1,18,Strategic,51.07 ,42.38 ,65.48 ,45.36 ,80,26.43 ,0,8
6013,2,1,1,20,Strategic,79.29 ,55.60 ,67.50 ,74.05 ,88,75.83 ,0,10
6013,2,1,2,4,Strategic,29.17 ,23.33 ,25.24 ,24.05 ,16,25.60 ,0,6
6013,2,1,2,6,Strategic,17.98 ,30.36 ,23.81 ,22.02 ,32,15.12 ,0,8
6013,2,1,2,8,Strategic,41.79 ,16.90 ,41.19 ,36.07 ,48,14.76 ,0,12
6013,2,1,2,10,Strategic,38.33 ,18.57 ,39.52 ,36.55 ,48,22.74 ,0,12
6013,2,1,2,12,Strategic,30.12 ,24.64 ,34.29 ,34.76 ,56,12.02 ,0,13
6013,2,1,2,14,Strategic,26.43 ,34.88 ,37.86 ,30.83 ,64,14.52 ,0,15
6013,2,1,2,16,Strategic,34.05 ,36.43 ,41.90 ,31.31 ,88,21.55 ,0,19
6013,2,1,2,18,Strategic,68.93 ,57.14 ,23.57 ,40.71 ,72,15.83 ,0,20
6013,2,1,2,20,Strategic,61.31 ,41.07 ,71.07 ,56.67 ,92,54.52 ,0,22
6013,2,1,3,4,Strategic,36.67 ,20.95 ,29.64 ,47.62 ,28,30.83 ,0,7
6013,2,1,3,6,Strategic,31.19 ,20.83 ,24.88 ,29.17 ,40,17.74 ,0,10
6013,2,1,3,8,Strategic,17.50 ,17.86 ,28.21 ,31.19 ,36,13.69 ,0,10
6013,2,1,3,10,Strategic,21.90 ,22.38 ,35.83 ,40.48 ,48,25.60 ,0,12
6013,2,1,3,12,Strategic,24.17 ,23.10 ,34.76 ,34.05 ,56,6.43 ,0,13
6013,2,1,3,14,Strategic,35.83 ,20.48 ,43.21 ,38.57 ,68,12.74 ,0,16
6013,2,1,3,16,Strategic,53.21 ,29.29 ,45.12 ,33.45 ,68,16.43 ,0,18
6013,2,1,3,18,Strategic,72.74 ,17.02 ,29.05 ,56.55 ,80,30.60 ,0,19
6013,2,1,3,20,Strategic,45.00 ,26.79 ,43.21 ,47.26 ,88,34.05 ,0,21
